,N particles,radius,bond length,spring constant,kappa_hat,force strength,stresslet strength,potDipole strength,simulation type, boundary condition 0, boundary condition 1, activity time scale, activity type, viscosity,Simulation time,CPU time (s)
0,32,1,2.1,25,6.25,0,0,1.5256410256410255,point,clamped,free,750,square-wave,0.16666666666666666,375000.0,2079.0516200065613
